Date,Product,Category,Region,Sales,Revenue,Margin (%),Channel
2024-07-25,Lodówka Samsung,AGD,Włochy,35,101040.53,28.67,Sklep Online
2024-02-24,Samsung Galaxy S22,Elektronika,Francja,17,38252.07,28.65,Sklep Stacjonarny
2024-02-11,Buty sportowe,Odzież,Włochy,30,83573.25,15.52,Partner B2B
2024-03-29,Samsung Galaxy S22,Elektronika,Francja,1,2480.64,7.97,Sklep Stacjonarny
2024-08-07,Spodnie jeans,Odzież,Niemcy,16,38751.21,29.76,Sklep Online
2024-05-19,Słuchawki Sony,Elektronika,Włochy,14,5087.85,29.65,Sklep Online
2024-08-05,Mikrofalówka Sharp,AGD,Francja,4,5067.08,21.48,Sklep Online
2024-04-20,iPhone 14,Elektronika,Francja,21,51732.3,6.99,Partner B2B
2024-10-09,Tablet Lenovo,Elektronika,Niemcy,32,53902.76,27.9,Partner B2B
2024-03-28,MacBook Pro,Elektronika,Polska,46,54078.37,17.28,Sklep Online
2024-08-30,Kurtka zimowa,Odzież,Hiszpania,49,138527.66,5.29,Sklep Online
2024-03-10,Buty sportowe,Odzież,Polska,50,117494.2,23.42,Sklep Stacjonarny
2024-11-16,Lodówka Samsung,AGD,Niemcy,48,87133.33,17.07,Sklep Online
2024-07-19,Lodówka Samsung,AGD,Włochy,47,99515.26,26.65,Partner B2B
2024-07-20,Tablet Lenovo,Elektronika,Polska,20,22080.05,5.58,Sklep Online
2024-06-10,Mikrofalówka Sharp,AGD,Polska,14,24448.09,24.86,Partner B2B
2024-04-30,Mikrofalówka Sharp,AGD,Niemcy,36,9207.06,24.13,Sklep Online
2024-11-30,T-shirt basic,Odzież,Hiszpania,12,1876.6,19.72,Partner B2B
2024-07-28,Lodówka Samsung,AGD,Włochy,9,4618.61,16.76,Partner B2B
2024-09-08,Mikrofalówka Sharp,AGD,Polska,43,71861.51,23.69,Partner B2B
2024-05-12,T-shirt basic,Odzież,Niemcy,42,104434.29,28.17,Partner B2B
2024-03-13,MacBook Pro,Elektronika,Polska,31,23052.85,20.57,Sklep Stacjonarny
2024-11-02,Mikrofalówka Sharp,AGD,Hiszpania,5,3272.08,22.21,Sklep Stacjonarny
2024-11-11,Tablet Lenovo,Elektronika,Włochy,30,48296.61,28.78,Partner B2B
2024-03-25,Pralka LG,AGD,Polska,30,33532.88,28.11,Sklep Online
2024-02-12,Buty sportowe,Odzież,Niemcy,7,2350.0,24.93,Sklep Stacjonarny
2024-09-14,Lodówka Samsung,AGD,Hiszpania,48,72925.11,29.21,Partner B2B
2024-04-14,Tablet Lenovo,Elektronika,Francja,16,28516.02,24.27,Sklep Online
2024-11-15,Tablet Lenovo,Elektronika,Polska,42,105827.89,16.34,Partner B2B
2024-05-06,Zmywarka Bosch,AGD,Hiszpania,20,59174.09,14.25,Sklep Online
2024-12-01,T-shirt basic,Odzież,Niemcy,13,27787.56,15.94,Sklep Online
2024-02-02,Spodnie jeans,Odzież,Włochy,12,22681.98,23.38,Sklep Online
2024-09-11,Kurtka zimowa,Odzież,Niemcy,26,20448.75,21.6,Partner B2B
2024-07-13,Spodnie jeans,Odzież,Włochy,26,41491.57,24.48,Sklep Online
2024-11-22,Buty sportowe,Odzież,Francja,36,84160.07,18.42,Sklep Stacjonarny
2024-10-04,Pralka LG,AGD,Niemcy,5,2728.46,26.43,Sklep Stacjonarny
2024-12-22,Słuchawki Sony,Elektronika,Niemcy,3,8589.84,26.98,Sklep Stacjonarny
2024-09-25,T-shirt basic,Odzież,Polska,19,31945.55,6.99,Sklep Stacjonarny
2024-10-14,Zmywarka Bosch,AGD,Włochy,6,9809.49,11.09,Sklep Online
2024-02-19,iPhone 14,Elektronika,Polska,13,5708.07,19.81,Sklep Stacjonarny
2024-12-20,Lodówka Samsung,AGD,Francja,27,20000.07,8.42,Sklep Online
2024-11-15,Tablet Lenovo,Elektronika,Hiszpania,7,12338.91,20.93,Sklep Stacjonarny
2024-12-03,Samsung Galaxy S22,Elektronika,Francja,42,98024.3,29.42,Sklep Online
2024-04-06,iPhone 14,Elektronika,Francja,4,9920.24,29.2,Sklep Stacjonarny
2024-04-08,MacBook Pro,Elektronika,Włochy,6,14492.93,28.08,Partner B2B
2024-11-06,Zmywarka Bosch,AGD,Francja,42,76022.15,6.82,Sklep Online
2024-05-29,Lodówka Samsung,AGD,Hiszpania,8,8450.45,9.93,Partner B2B
2024-10-05,Buty sportowe,Odzież,Niemcy,13,11061.07,7.59,Partner B2B
2024-07-09,Mikrofalówka Sharp,AGD,Hiszpania,27,53073.54,18.58,Sklep Stacjonarny
2024-10-19,Buty sportowe,Odzież,Hiszpania,29,62761.44,21.88,Partner B2B
2024-12-03,Pralka LG,AGD,Włochy,15,34205.55,23.09,Sklep Stacjonarny
2024-05-14,Słuchawki Sony,Elektronika,Niemcy,4,11477.27,23.84,Partner B2B
2024-09-16,Spodnie jeans,Odzież,Włochy,9,7594.4,21.44,Sklep Stacjonarny
2024-02-28,T-shirt basic,Odzież,Włochy,18,39892.73,9.7,Partner B2B
2024-12-16,MacBook Pro,Elektronika,Polska,49,78970.41,10.91,Partner B2B
2024-11-11,Spodnie jeans,Odzież,Hiszpania,48,81399.69,22.45,Sklep Online
2024-04-03,MacBook Pro,Elektronika,Polska,8,23234.66,6.05,Sklep Stacjonarny
2024-06-17,Lodówka Samsung,AGD,Niemcy,37,107242.6,14.47,Partner B2B
2024-05-14,Tablet Lenovo,Elektronika,Włochy,45,68554.9,22.59,Sklep Online
2024-09-19,Słuchawki Sony,Elektronika,Francja,28,4521.94,8.85,Partner B2B
2024-01-13,Słuchawki Sony,Elektronika,Niemcy,47,92034.27,21.23,Sklep Online
2024-02-14,Zmywarka Bosch,AGD,Polska,40,22623.79,7.85,Sklep Stacjonarny
2024-06-10,Kurtka zimowa,Odzież,Hiszpania,45,54123.88,20.38,Sklep Online
2024-10-09,Spodnie jeans,Odzież,Hiszpania,13,33908.07,6.47,Partner B2B
2024-11-28,Słuchawki Sony,Elektronika,Hiszpania,2,1359.91,14.81,Sklep Online
2024-01-03,T-shirt basic,Odzież,Hiszpania,21,20836.39,25.52,Sklep Online
2024-07-03,Lodówka Samsung,AGD,Włochy,29,72401.34,22.17,Sklep Stacjonarny
2024-10-14,iPhone 14,Elektronika,Francja,21,11265.25,17.77,Sklep Online
2024-07-12,Kurtka zimowa,Odzież,Francja,29,28518.25,8.49,Partner B2B
2024-05-15,Tablet Lenovo,Elektronika,Niemcy,1,2828.1,22.73,Sklep Online
2024-03-30,Słuchawki Sony,Elektronika,Włochy,27,76381.02,6.09,Partner B2B
2024-07-15,Tablet Lenovo,Elektronika,Włochy,30,6079.4,7.31,Partner B2B
2024-08-21,T-shirt basic,Odzież,Hiszpania,9,21097.65,24.37,Sklep Online
2024-07-02,Buty sportowe,Odzież,Francja,33,13887.83,25.06,Sklep Stacjonarny
2024-05-11,Spodnie jeans,Odzież,Włochy,21,58074.32,17.94,Sklep Online
2024-07-08,MacBook Pro,Elektronika,Francja,23,36033.46,19.39,Sklep Online
2024-05-27,Spodnie jeans,Odzież,Francja,18,26398.65,20.6,Sklep Online
2024-04-25,Spodnie jeans,Odzież,Polska,46,49489.44,9.04,Sklep Online
2024-04-14,Lodówka Samsung,AGD,Niemcy,37,64487.88,5.12,Sklep Stacjonarny
2024-08-17,Zmywarka Bosch,AGD,Polska,11,3304.64,21.53,Sklep Online
2024-11-15,Tablet Lenovo,Elektronika,Francja,14,31405.64,22.83,Partner B2B
2024-07-28,iPhone 14,Elektronika,Francja,38,110837.95,7.27,Sklep Online
2024-07-02,T-shirt basic,Odzież,Niemcy,10,12002.52,6.42,Sklep Stacjonarny
2024-06-18,Buty sportowe,Odzież,Niemcy,45,68711.35,12.05,Sklep Stacjonarny
2024-01-30,Słuchawki Sony,Elektronika,Włochy,13,10623.28,17.26,Partner B2B
2024-03-23,Kurtka zimowa,Odzież,Hiszpania,5,12682.46,29.67,Sklep Stacjonarny
2024-01-21,Pralka LG,AGD,Polska,26,6764.06,19.23,Partner B2B
2024-06-29,T-shirt basic,Odzież,Niemcy,13,24210.38,18.6,Sklep Online
2024-11-08,Pralka LG,AGD,Francja,15,15317.54,22.4,Sklep Stacjonarny
2024-10-21,Lodówka Samsung,AGD,Hiszpania,28,79722.0,15.42,Sklep Online
2024-10-15,Mikrofalówka Sharp,AGD,Włochy,47,91011.19,9.49,Sklep Stacjonarny
2024-02-09,iPhone 14,Elektronika,Francja,16,34680.78,25.24,Sklep Stacjonarny
2024-06-25,Buty sportowe,Odzież,Hiszpania,24,46066.85,23.49,Sklep Online
2024-02-11,T-shirt basic,Odzież,Hiszpania,32,89934.62,18.54,Sklep Online
2024-10-11,T-shirt basic,Odzież,Polska,21,17348.17,8.38,Sklep Stacjonarny
2024-09-26,Mikrofalówka Sharp,AGD,Polska,39,80105.07,9.62,Sklep Stacjonarny
2024-12-31,Lodówka Samsung,AGD,Hiszpania,32,83725.48,11.89,Partner B2B
2024-05-15,T-shirt basic,Odzież,Niemcy,3,5504.7,13.16,Partner B2B
2024-06-10,Mikrofalówka Sharp,AGD,Francja,23,21900.45,20.78,Sklep Stacjonarny
2024-06-29,Pralka LG,AGD,Hiszpania,42,110398.99,18.24,Partner B2B
2024-10-15,Zmywarka Bosch,AGD,Niemcy,27,18508.46,8.55,Sklep Stacjonarny
2024-08-08,T-shirt basic,Odzież,Hiszpania,7,9204.25,8.85,Partner B2B
2024-05-02,Zmywarka Bosch,AGD,Włochy,35,67046.51,8.35,Partner B2B
2024-04-14,Spodnie jeans,Odzież,Francja,25,14013.17,18.76,Partner B2B
2024-12-18,Tablet Lenovo,Elektronika,Hiszpania,32,70644.66,16.14,Sklep Online
2024-12-11,Zmywarka Bosch,AGD,Polska,16,6815.56,25.62,Partner B2B
2024-03-03,T-shirt basic,Odzież,Włochy,5,1507.26,19.82,Sklep Online
2024-06-06,Spodnie jeans,Odzież,Francja,38,11445.68,27.91,Sklep Online
2024-06-10,T-shirt basic,Odzież,Niemcy,35,57745.46,22.29,Sklep Stacjonarny
2024-11-22,iPhone 14,Elektronika,Polska,5,5150.57,16.64,Partner B2B
2024-10-31,Mikrofalówka Sharp,AGD,Hiszpania,22,62409.29,24.64,Sklep Online
2024-06-16,Pralka LG,AGD,Hiszpania,39,93394.79,17.54,Sklep Stacjonarny
2024-06-27,Tablet Lenovo,Elektronika,Niemcy,8,4921.42,10.22,Sklep Stacjonarny
2024-09-30,Samsung Galaxy S22,Elektronika,Polska,15,22207.53,19.36,Partner B2B
2024-11-26,Spodnie jeans,Odzież,Hiszpania,38,5427.52,22.69,Partner B2B
2024-01-31,Lodówka Samsung,AGD,Polska,5,10627.5,28.0,Sklep Online
2024-09-07,Spodnie jeans,Odzież,Francja,40,39117.93,29.68,Partner B2B
2024-05-19,Samsung Galaxy S22,Elektronika,Hiszpania,22,49280.09,18.12,Sklep Stacjonarny
2024-02-19,Pralka LG,AGD,Hiszpania,40,79265.43,25.5,Sklep Online
2024-01-07,T-shirt basic,Odzież,Włochy,20,22016.98,13.42,Sklep Stacjonarny
2024-01-13,Samsung Galaxy S22,Elektronika,Hiszpania,26,74705.57,22.85,Sklep Stacjonarny
2024-06-03,Mikrofalówka Sharp,AGD,Włochy,21,28484.97,15.39,Partner B2B
2024-05-09,Spodnie jeans,Odzież,Hiszpania,30,3054.14,23.16,Sklep Online
2024-07-11,Tablet Lenovo,Elektronika,Włochy,16,24562.88,23.9,Sklep Online
2024-06-12,MacBook Pro,Elektronika,Włochy,2,3484.9,5.67,Partner B2B
2024-05-08,Mikrofalówka Sharp,AGD,Niemcy,39,41768.51,19.75,Partner B2B
2024-10-25,Lodówka Samsung,AGD,Francja,8,10176.55,10.45,Sklep Stacjonarny
2024-11-11,Słuchawki Sony,Elektronika,Niemcy,28,10776.16,10.76,Partner B2B
2024-05-06,iPhone 14,Elektronika,Włochy,17,39373.05,13.35,Sklep Online
2024-05-11,Kurtka zimowa,Odzież,Niemcy,14,37871.99,6.67,Sklep Stacjonarny
2024-07-14,Kurtka zimowa,Odzież,Niemcy,28,46492.31,5.64,Partner B2B
2024-01-31,Pralka LG,AGD,Hiszpania,44,61492.73,28.18,Partner B2B
2024-03-26,Kurtka zimowa,Odzież,Polska,35,24845.88,7.9,Sklep Online
2024-09-28,iPhone 14,Elektronika,Hiszpania,9,17693.94,21.97,Sklep Stacjonarny
2024-07-20,Kurtka zimowa,Odzież,Niemcy,50,89580.94,23.87,Sklep Stacjonarny
2024-08-03,Tablet Lenovo,Elektronika,Włochy,47,66580.07,8.89,Partner B2B
2024-07-16,Słuchawki Sony,Elektronika,Hiszpania,49,28084.42,8.87,Sklep Stacjonarny
2024-01-17,Zmywarka Bosch,AGD,Hiszpania,44,80285.27,5.53,Sklep Online
2024-01-28,Samsung Galaxy S22,Elektronika,Niemcy,7,6375.5,28.25,Partner B2B
2024-11-15,Samsung Galaxy S22,Elektronika,Niemcy,30,55971.35,26.06,Sklep Online
2024-11-30,Słuchawki Sony,Elektronika,Hiszpania,10,9302.82,14.3,Sklep Stacjonarny
2024-10-24,Lodówka Samsung,AGD,Hiszpania,18,2303.59,8.36,Sklep Online
2024-04-23,Zmywarka Bosch,AGD,Niemcy,36,58340.09,22.0,Sklep Stacjonarny
2024-10-04,Pralka LG,AGD,Niemcy,15,1442.8,19.84,Partner B2B
2024-01-15,iPhone 14,Elektronika,Niemcy,41,40949.86,24.57,Partner B2B
2024-12-15,Słuchawki Sony,Elektronika,Hiszpania,28,23919.79,21.28,Sklep Stacjonarny
2024-05-21,iPhone 14,Elektronika,Francja,44,101405.2,5.94,Partner B2B
2024-03-08,Mikrofalówka Sharp,AGD,Polska,12,30914.28,13.66,Partner B2B
2024-10-28,Pralka LG,AGD,Polska,43,107559.51,19.36,Sklep Stacjonarny
2024-08-01,Spodnie jeans,Odzież,Francja,36,7438.07,12.37,Sklep Online
2024-04-03,Zmywarka Bosch,AGD,Niemcy,23,62313.69,26.74,Partner B2B
2024-07-05,T-shirt basic,Odzież,Niemcy,33,68415.28,13.56,Partner B2B
2024-06-03,Słuchawki Sony,Elektronika,Francja,38,84807.52,6.04,Sklep Online
2024-04-03,iPhone 14,Elektronika,Polska,45,88684.35,7.97,Partner B2B
2024-12-18,Pralka LG,AGD,Niemcy,48,96747.96,24.38,Partner B2B
2024-11-15,Tablet Lenovo,Elektronika,Francja,6,14239.91,19.37,Sklep Stacjonarny
2024-02-24,Spodnie jeans,Odzież,Francja,27,61298.76,26.09,Partner B2B
2024-11-29,Pralka LG,AGD,Polska,8,1195.25,23.43,Sklep Online
2024-09-30,iPhone 14,Elektronika,Francja,42,116056.65,27.94,Partner B2B
2024-12-03,Samsung Galaxy S22,Elektronika,Niemcy,1,157.89,6.16,Sklep Stacjonarny
2024-07-17,iPhone 14,Elektronika,Polska,7,20192.02,7.72,Sklep Online
2024-08-11,MacBook Pro,Elektronika,Polska,4,952.99,5.34,Sklep Online
2024-05-17,Lodówka Samsung,AGD,Włochy,9,15042.49,13.14,Partner B2B
2024-03-24,Kurtka zimowa,Odzież,Polska,7,16606.55,15.94,Partner B2B
2024-12-15,Kurtka zimowa,Odzież,Włochy,32,82059.7,11.52,Sklep Stacjonarny
2024-01-26,Pralka LG,AGD,Hiszpania,40,18307.9,11.67,Sklep Stacjonarny
2024-04-22,Słuchawki Sony,Elektronika,Francja,47,96607.82,20.09,Sklep Stacjonarny
2024-08-22,Tablet Lenovo,Elektronika,Włochy,34,52794.88,21.56,Sklep Online
2024-01-07,Słuchawki Sony,Elektronika,Francja,14,24482.9,18.95,Sklep Online
2024-02-04,Pralka LG,AGD,Włochy,35,80310.06,16.31,Sklep Stacjonarny
2024-02-27,Pralka LG,AGD,Francja,12,29058.76,28.54,Partner B2B
2024-12-13,Buty sportowe,Odzież,Niemcy,48,100962.77,9.95,Partner B2B
2024-02-22,Słuchawki Sony,Elektronika,Francja,18,39421.8,22.56,Sklep Online
2024-08-30,T-shirt basic,Odzież,Niemcy,40,56613.56,5.59,Sklep Online
2024-04-01,Spodnie jeans,Odzież,Włochy,2,3559.13,16.34,Sklep Stacjonarny
2024-09-18,iPhone 14,Elektronika,Niemcy,21,5194.44,5.87,Sklep Stacjonarny
2024-06-18,Mikrofalówka Sharp,AGD,Hiszpania,44,11739.26,27.8,Sklep Stacjonarny
2024-03-31,Lodówka Samsung,AGD,Niemcy,27,4484.7,12.16,Sklep Stacjonarny
2024-12-21,Pralka LG,AGD,Polska,20,41180.16,7.49,Sklep Stacjonarny
2024-03-21,Słuchawki Sony,Elektronika,Włochy,47,111765.54,7.05,Sklep Online
2024-03-03,Lodówka Samsung,AGD,Polska,9,20769.55,6.24,Sklep Stacjonarny
2024-12-09,Samsung Galaxy S22,Elektronika,Polska,3,4945.56,15.44,Sklep Online
2024-08-28,Tablet Lenovo,Elektronika,Polska,31,84696.44,7.58,Sklep Stacjonarny
2024-04-24,Zmywarka Bosch,AGD,Hiszpania,30,7426.49,14.8,Sklep Online
2024-08-29,T-shirt basic,Odzież,Włochy,29,56971.54,22.56,Sklep Stacjonarny
2024-03-13,Kurtka zimowa,Odzież,Francja,46,118901.71,10.29,Sklep Online
2024-05-24,Lodówka Samsung,AGD,Hiszpania,8,21324.93,8.2,Sklep Stacjonarny
2024-01-18,Buty sportowe,Odzież,Polska,46,119306.37,19.88,Partner B2B
2024-01-14,Lodówka Samsung,AGD,Włochy,14,26280.83,25.1,Sklep Stacjonarny
2024-12-31,Lodówka Samsung,AGD,Francja,14,37828.64,22.52,Sklep Online
2024-10-08,MacBook Pro,Elektronika,Włochy,2,1583.96,22.73,Partner B2B
2024-12-08,Buty sportowe,Odzież,Hiszpania,22,29264.18,6.54,Sklep Stacjonarny
2024-05-28,Lodówka Samsung,AGD,Hiszpania,26,71639.41,15.91,Partner B2B
2024-04-23,Spodnie jeans,Odzież,Niemcy,41,85078.9,25.83,Sklep Online
2024-05-10,Lodówka Samsung,AGD,Francja,13,15142.97,9.77,Sklep Stacjonarny
2024-03-23,iPhone 14,Elektronika,Niemcy,37,28641.86,10.32,Sklep Stacjonarny
2024-06-03,Mikrofalówka Sharp,AGD,Francja,27,49895.95,16.69,Sklep Online
2024-02-05,Słuchawki Sony,Elektronika,Polska,32,36746.56,5.29,Partner B2B
2024-01-14,iPhone 14,Elektronika,Francja,11,3586.6,17.73,Sklep Online
2024-01-03,MacBook Pro,Elektronika,Hiszpania,10,12748.95,17.52,Sklep Stacjonarny
2024-11-17,Słuchawki Sony,Elektronika,Niemcy,40,4080.72,14.29,Sklep Online
2024-10-09,Tablet Lenovo,Elektronika,Włochy,7,8784.43,12.45,Sklep Stacjonarny
2024-09-25,Pralka LG,AGD,Niemcy,2,3329.99,22.27,Sklep Stacjonarny
2024-01-06,Lodówka Samsung,AGD,Francja,24,9335.14,24.35,Sklep Stacjonarny
2024-04-25,Spodnie jeans,Odzież,Polska,42,47435.66,24.02,Sklep Online
2024-02-17,iPhone 14,Elektronika,Włochy,32,74932.49,29.17,Partner B2B
2024-09-15,Tablet Lenovo,Elektronika,Niemcy,8,6316.98,21.55,Partner B2B
2024-08-24,Kurtka zimowa,Odzież,Niemcy,41,13130.94,23.54,Sklep Online
2024-11-04,Samsung Galaxy S22,Elektronika,Polska,39,74296.94,20.26,Sklep Online
2024-08-09,MacBook Pro,Elektronika,Włochy,29,52562.41,13.83,Sklep Online
2024-05-06,Kurtka zimowa,Odzież,Niemcy,41,21538.16,7.93,Sklep Stacjonarny
2024-11-18,Zmywarka Bosch,AGD,Włochy,47,20207.46,29.31,Sklep Stacjonarny
2024-03-12,Lodówka Samsung,AGD,Francja,32,45504.45,22.37,Partner B2B
2024-07-04,Buty sportowe,Odzież,Niemcy,26,75772.65,27.14,Sklep Online
2024-02-12,Samsung Galaxy S22,Elektronika,Niemcy,11,14808.12,10.51,Sklep Stacjonarny
2024-10-08,Spodnie jeans,Odzież,Hiszpania,13,38001.46,22.26,Sklep Online
2024-02-05,Mikrofalówka Sharp,AGD,Włochy,16,14267.67,6.69,Sklep Online
2024-03-31,Lodówka Samsung,AGD,Francja,4,6638.63,11.69,Sklep Online
2024-05-22,Pralka LG,AGD,Hiszpania,25,59263.95,12.76,Sklep Online
2024-10-11,Tablet Lenovo,Elektronika,Niemcy,38,21957.01,27.27,Partner B2B
2024-08-17,Słuchawki Sony,Elektronika,Włochy,20,54366.79,9.32,Partner B2B
2024-08-09,Mikrofalówka Sharp,AGD,Francja,29,65761.45,21.35,Sklep Stacjonarny
2024-02-27,Spodnie jeans,Odzież,Niemcy,2,5646.46,22.35,Sklep Online
2024-02-11,Mikrofalówka Sharp,AGD,Francja,28,49303.57,12.31,Sklep Online
2024-10-09,Pralka LG,AGD,Włochy,45,23778.06,18.83,Partner B2B
2024-12-02,Samsung Galaxy S22,Elektronika,Włochy,32,39183.08,23.71,Sklep Stacjonarny
2024-01-04,Buty sportowe,Odzież,Hiszpania,5,13223.28,7.49,Sklep Stacjonarny
2024-03-14,Buty sportowe,Odzież,Polska,42,98142.24,22.81,Sklep Stacjonarny
2024-12-03,Samsung Galaxy S22,Elektronika,Hiszpania,27,51571.04,8.7,Sklep Stacjonarny
2024-11-19,Pralka LG,AGD,Polska,25,48226.65,24.16,Sklep Stacjonarny
2024-03-11,Spodnie jeans,Odzież,Francja,14,15089.92,19.27,Partner B2B
2024-12-24,Buty sportowe,Odzież,Polska,49,142261.88,5.37,Sklep Stacjonarny
2024-11-12,Tablet Lenovo,Elektronika,Polska,11,15406.9,29.69,Partner B2B
2024-12-18,Kurtka zimowa,Odzież,Francja,34,44680.05,11.68,Sklep Online
2024-06-03,Lodówka Samsung,AGD,Francja,37,78385.25,25.46,Sklep Online
2024-07-07,Pralka LG,AGD,Polska,1,2431.87,12.29,Sklep Online
2024-08-31,Słuchawki Sony,Elektronika,Włochy,24,28932.86,18.14,Sklep Online
2024-06-22,Słuchawki Sony,Elektronika,Włochy,8,1357.99,10.7,Partner B2B
2024-11-26,T-shirt basic,Odzież,Włochy,36,8598.1,29.78,Partner B2B
2024-10-29,Spodnie jeans,Odzież,Włochy,39,10421.03,24.0,Sklep Stacjonarny
2024-07-04,Lodówka Samsung,AGD,Francja,20,22678.93,28.88,Partner B2B
2024-08-02,Tablet Lenovo,Elektronika,Francja,12,24897.13,6.39,Sklep Online
2024-11-22,Słuchawki Sony,Elektronika,Polska,50,87290.81,8.32,Sklep Stacjonarny
2024-09-02,Lodówka Samsung,AGD,Niemcy,2,3560.13,29.92,Sklep Stacjonarny
2024-05-01,Spodnie jeans,Odzież,Francja,4,11361.66,27.31,Sklep Online
2024-06-19,T-shirt basic,Odzież,Hiszpania,8,16013.37,19.57,Partner B2B
2024-06-16,Kurtka zimowa,Odzież,Hiszpania,3,5398.51,5.2,Sklep Stacjonarny
2024-11-30,Samsung Galaxy S22,Elektronika,Niemcy,50,48668.21,26.29,Partner B2B
2024-01-10,Słuchawki Sony,Elektronika,Niemcy,14,2545.1,12.54,Partner B2B
2024-09-25,Buty sportowe,Odzież,Niemcy,30,65810.88,5.68,Partner B2B
2024-04-16,Tablet Lenovo,Elektronika,Włochy,23,37908.96,15.36,Sklep Stacjonarny
2024-09-09,iPhone 14,Elektronika,Francja,16,39455.49,16.28,Sklep Stacjonarny
2024-12-06,MacBook Pro,Elektronika,Niemcy,20,39681.71,22.89,Sklep Online
2024-06-18,Samsung Galaxy S22,Elektronika,Niemcy,38,96254.84,13.91,Sklep Stacjonarny
2024-02-26,Samsung Galaxy S22,Elektronika,Polska,31,21256.56,25.44,Sklep Stacjonarny
2024-10-01,Spodnie jeans,Odzież,Hiszpania,23,41150.11,21.89,Partner B2B
2024-05-02,Samsung Galaxy S22,Elektronika,Hiszpania,30,61260.51,18.11,Sklep Stacjonarny
2024-04-14,iPhone 14,Elektronika,Niemcy,27,51682.83,24.08,Partner B2B
2024-12-18,Spodnie jeans,Odzież,Hiszpania,14,27407.47,6.36,Partner B2B
2024-07-30,Słuchawki Sony,Elektronika,Niemcy,11,13234.11,24.93,Partner B2B
2024-11-23,Zmywarka Bosch,AGD,Włochy,50,86374.94,24.36,Sklep Online
2024-06-19,Spodnie jeans,Odzież,Polska,28,64552.84,6.24,Partner B2B
2024-07-12,MacBook Pro,Elektronika,Hiszpania,29,38253.79,14.4,Sklep Online
2024-05-22,Lodówka Samsung,AGD,Włochy,8,15253.08,29.15,Sklep Online
2024-09-13,Mikrofalówka Sharp,AGD,Polska,6,11088.45,25.01,Sklep Stacjonarny
2024-11-14,Słuchawki Sony,Elektronika,Polska,43,68088.73,16.45,Partner B2B
2024-07-22,T-shirt basic,Odzież,Hiszpania,13,4081.61,16.91,Sklep Online
2024-07-27,T-shirt basic,Odzież,Polska,15,25070.27,15.95,Sklep Stacjonarny
2024-12-13,iPhone 14,Elektronika,Niemcy,43,78958.53,10.0,Partner B2B
2024-04-14,Słuchawki Sony,Elektronika,Polska,5,1924.5,11.01,Partner B2B
2024-09-21,Samsung Galaxy S22,Elektronika,Włochy,36,27464.24,12.48,Partner B2B
2024-03-08,Słuchawki Sony,Elektronika,Niemcy,24,36461.86,7.58,Sklep Stacjonarny
2024-03-24,Tablet Lenovo,Elektronika,Włochy,21,26143.46,28.91,Partner B2B
2024-08-19,Buty sportowe,Odzież,Hiszpania,41,24813.46,14.47,Partner B2B
2024-04-15,iPhone 14,Elektronika,Włochy,8,410.01,27.15,Sklep Online
2024-05-15,Słuchawki Sony,Elektronika,Francja,23,35132.95,25.96,Partner B2B
2024-04-02,Pralka LG,AGD,Francja,14,16107.05,7.27,Partner B2B
2024-04-11,Mikrofalówka Sharp,AGD,Hiszpania,31,49730.91,14.83,Sklep Online
2024-02-02,Słuchawki Sony,Elektronika,Hiszpania,36,22092.19,22.87,Sklep Online
2024-12-02,Samsung Galaxy S22,Elektronika,Hiszpania,17,21342.3,15.48,Sklep Online
2024-05-06,iPhone 14,Elektronika,Niemcy,28,1479.85,18.26,Partner B2B
2024-05-12,MacBook Pro,Elektronika,Francja,3,2871.51,26.48,Sklep Stacjonarny
2024-05-15,Pralka LG,AGD,Francja,34,22603.21,22.56,Sklep Stacjonarny
2024-06-09,Samsung Galaxy S22,Elektronika,Niemcy,1,280.9,12.85,Sklep Online
2024-01-07,Pralka LG,AGD,Polska,5,7192.45,29.03,Partner B2B
2024-02-11,Pralka LG,AGD,Niemcy,14,41231.07,28.1,Sklep Online
2024-07-06,Tablet Lenovo,Elektronika,Hiszpania,26,8620.91,12.65,Sklep Online
2024-10-29,Tablet Lenovo,Elektronika,Polska,29,82043.83,29.11,Sklep Stacjonarny
2024-07-27,Mikrofalówka Sharp,AGD,Hiszpania,9,23928.24,29.97,Sklep Stacjonarny
2024-09-28,Pralka LG,AGD,Hiszpania,45,18592.06,10.85,Partner B2B
2024-08-04,Kurtka zimowa,Odzież,Niemcy,31,22828.26,8.7,Partner B2B
2024-03-23,Buty sportowe,Odzież,Francja,4,3866.06,15.29,Sklep Stacjonarny
2024-03-13,Buty sportowe,Odzież,Francja,42,65990.64,7.73,Sklep Stacjonarny
2024-12-07,Tablet Lenovo,Elektronika,Francja,25,62530.28,27.91,Sklep Stacjonarny
2024-05-10,T-shirt basic,Odzież,Polska,15,21251.5,28.13,Partner B2B
2024-03-07,Samsung Galaxy S22,Elektronika,Francja,41,110336.33,17.68,Partner B2B
2024-10-24,Pralka LG,AGD,Francja,43,15850.65,21.72,Sklep Stacjonarny
2024-11-17,Kurtka zimowa,Odzież,Polska,7,8846.94,25.17,Sklep Online
2024-12-23,Pralka LG,AGD,Polska,46,128206.77,17.55,Sklep Online
2024-02-17,Kurtka zimowa,Odzież,Hiszpania,45,97893.57,5.92,Sklep Stacjonarny
2024-07-31,Zmywarka Bosch,AGD,Francja,41,103871.49,28.19,Partner B2B
